"";"place_name";"place_with_parent_names";"geonames_id";"lat.lon";"price";"currency";"price_aprox_local_currency";"price_aprox_usd";"surface_in_m2";"price_usd_per_m2";"floor";"rooms";"expenses";"title";"extra";"surface_total_in_m2";"surface_covered_in_m2";"price_per_m2";"id";"country_name";"state_name";"year"
"2021";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.629238,-58.432996";110000;"USD";993806;110000;"48";2291,666667;"NA";"2";"NA";"2 AMB al contrafrente con amenities a estrenar. OPORTUNIDAD";"{\\images\\:[\\http://services.neoinmuebles.com/i/gbln/feed/585.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/586.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/597.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/598.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/599.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/605.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/600.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/601.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/602.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/587.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/588.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/589.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/590.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/591.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/592.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/593.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/594.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/595.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/596.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/604.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/606.jpg\\],\\features\\:{\\Luminosidad\\:\\10\\,\\Estado del inmueble\\:\\A estrenar\\,\\Categoria de Edificio\\:\\Muy buena\\,\\Estado del Edificio\\:\\Excelente\\,\\AntigÃ¼edad\\:\\A Estrenar\\,\\Unidades por piso\\:\\7\\},\\address\\:\\Zuviria 463 Piso 9Â° Dto. F\\,\\original_url\\:\\http://services.neoinmuebles.com/r/www.go-building.com.ar/propiedades/35\\,\\dupe_of\\:1185119}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2022";"Caballito";"|Argentina|Capital Federal|Caballito|";"3435874";"-34.6298679849,-58.4367602175";120000;"USD";1103808;120000;"72";1666,666667;"1";"2";"NA";"DEPARTAMENTO EN VENTA";"{\\address\\:\\ZUVIRIA al 800\\,\\year\\:4,\\condition\\:\\Muy Bueno\\,\\original_url\\:\\http://www.amaira.com/ficha/RAP586/departamento-amaira-caballito-capital-federal\\,\\baulera\\:\\SI (NÃ‚Âº 9)\\,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/RAP/RAP586_2.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/RAP/RAP586_3.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/RAP/RAP586_4.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/RAP/RAP586_5.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/RAP/RAP586_6.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/RAP/RAP586_7.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/RAP/RAP586_8.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/RAP/RAP586_9.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/RAP/RAP586_10.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/RAP/RAP586_11.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/RAP/RAP586_12.jpg\\],\\original_ad\\:{\\medidas\\:{\\medida\\:[{\\ambiente\\:\\Hall\\,\\valor\\:\\1.65 x 1.40\\},{\\ambiente\\:\\Living\\,\\valor\\:\\8.95 x 3.02\\},{\\ambiente\\:null,\\valor\\:\\2.22 x 1.50\\},{\\ambiente\\:\\Cocina\\,\\valor\\:\\3.03 x 2.45\\},{\\ambiente\\:null,\\valor\\:\\3.65 x 2.66 + plac\\},{\\ambiente\\:\\Lavadero\\,\\valor\\:\\Incorporado\\},{\\ambiente\\:\\Placards\\,\\valor\\:\\SI\\},{\\ambiente\\:\\Balcon\\,\\valor\\:\\3.39 x 2.36\\},{\\ambiente\\:\\Toilette\\,\\valor\\:\\2.34 x 1.25\\},{\\ambiente\\:\\Otros\\,\\valor\\:\\Patio: 4.43 x 3.75\\}]},\\calefaccion\\:\\SPLIT FRIO / CALOR\\,\\pisos\\:\\8\\,\\expensas\\:\\1281\\,\\original_property_type\\:\\DEPARTAMENTO\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2023";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.6336382496,-58.4464869574";82000;"USD";779869,2;82000;"37";2216,216216;"7";"1";NA;"DEPARTAMENTO EN VENTA";"{\\address\\:\\Primera Junta al 1500\\,\\condition\\:\\Estrenar\\,\\original_url\\:\\http://www.amaira.com/ficha/FAU135/departamento-amaira-parque-chacabuco-capital-federal\\,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/FAU/FAU135_2.jpg?1446334063\\,\\http://www.amaira.com.ar/buscador/imagenes/FAU/FAU135_3.jpg?1446334063\\,\\http://www.amaira.com.ar/buscador/imagenes/FAU/FAU135_4.jpg?1446334063\\,\\http://www.amaira.com.ar/buscador/imagenes/FAU/FAU135_5.jpg?1446334063\\,\\http://www.amaira.com.ar/buscador/imagenes/FAU/FAU135_6.jpg?1446334063\\,\\http://www.amaira.com.ar/buscador/imagenes/FAU/FAU135_7.jpg?1446334063\\,\\http://www.amaira.com.ar/buscador/imagenes/FAU/FAU135_8.jpg?1446334063\\,\\http://www.amaira.com.ar/buscador/imagenes/FAU/FAU135_9.jpg?1446334063\\],\\features\\:{\\Pisos\\:\\8\\,\\Amoblado\\:\\N\\,\\Apto profesional\\:\\si\\,\\Baulera\\:\\N\\,\\Calefaccion\\:\\preparado p/split fr\\,\\Dependencia\\:\\no\\},\\original_ad\\:{\\amoblado\\:\\N\\,\\calefaccion\\:\\preparado p/split fr\\,\\baulera\\:\\N\\,\\dependencia\\:\\no\\,\\pisos\\:\\8\\,\\apto_profesional\\:\\si\\,\\original_property_type\\:\\DEPARTAMENTO\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2024";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.6345188369,-58.4357109772";150000;"USD";1413915;150000;"81";1851,851852;"6";"NA";"1200";"DEPARTAMENTO EN VENTA";"{\\baulera\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4401_2.jpg?1443659037\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4401_3.jpg?1443659037\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4401_4.jpg?1443659037\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4401_5.jpg?1443659037\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4401_6.jpg?1443659037\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4401_7.jpg?1443659037\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4401_8.jpg?1443659037\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4401_9.jpg?1443659037\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4401_10.jpg?1443659037\\],\\original_ad\\:{\\entre_calle_1\\:\\ASAMBLEA, AVDA.\\,\\entre_calle_2\\:\\SANTANDER\\,\\calefaccion\\:\\picos de gas\\,\\baulera\\:\\1\\,\\dependencia\\:\\no\\,\\cochera\\:\\1\\,\\pisos\\:\\8\\,\\departamentos\\:\\1\\,\\apto_profesional\\:\\no\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\address\\:\\DEL BARCO CENTENERA al 1300\\,\\year\\:40,\\condition\\:\\Muy Bueno\\,\\original_url\\:\\http://www.amaira.com/ficha/LEP4401/departamento-amaira-parque-chacabuco-capital-federal\\,\\calefaccion\\:\\picos de gas\\,\\cochera\\:true,\\features\\:{\\Pisos\\:\\8\\,\\Departamentos\\:\\1\\,\\Apto profesional\\:\\no\\,\\Baulera\\:\\1\\,\\Calefaccion\\:\\picos de gas\\,\\Cochera\\:\\1\\,\\Dependencia\\:\\no\\},\\expenses\\:{\\currency_id\\:\\ars\\,\\price\\:\\1200\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2025";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.6313416581,-58.432576529";115000;"USD";1093719;115000;"65";1769,230769;"NA";"NA";NA;"PH Reciclado";"{\\images\\:[\\http://images.mapapropapp.com/mapaprop-images/photos/815/77940/604200.jpg\\],\\propertyCode\\:\\815-CS741104\\,\\lastUpdate\\:\\2015-04-17T16:29:47+0000\\,\\address\\:\\Estrada al 400\\,\\original_ad\\:{\\original_property_type\\:\\PH\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2026";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.6289271,-58.4306326";112000;"USD";1018628,8;112000;"65";1723,076923;"NA";"3";"NA";"P.CHACABUCO VENTA PH 3 AMB. ZUVIRIA 300 PB 1";"{\\images\\:[\\http://www.inmomap.com.ar/fotos/1429021147_1429021147c623d74ab93f6c05ec3b6345ad008915.JPG\\,\\http://www.inmomap.com.ar/fotos/1429021185_1429021185fa1ba9f1f352556628cce95e685885a7.JPG\\,\\http://www.inmomap.com.ar/fotos/1429021197_14290211977c2f18bc085ab5e62ea896b7564af472.JPG\\,\\http://www.inmomap.com.ar/fotos/1429021215_1429021215dc83237d644d47a26857bb114a00e2cd.JPG\\,\\http://www.inmomap.com.ar/fotos/1429021230_1429021230c495bdd8925111c5ea846b307d833df7.JPG\\,\\http://www.inmomap.com.ar/fotos/1429021241_1429021241669bc763e146771725cb95ede0834fbf.JPG\\,\\http://www.inmomap.com.ar/fotos/1429021253_14290212538154980308c1a62e1f952ac85af32c5a.JPG\\,\\http://www.inmomap.com.ar/fotos/1429021264_1429021264ee9c3357c7646748d25c719da9c6c6e0.JPG\\,\\http://www.inmomap.com.ar/fotos/1429021277_1429021277fa672bdb5e856559b71f0d36be70d18c.JPG\\,\\http://www.inmomap.com.ar/fotos/1429021289_14290212895505c3f997e6dffa2c05e4025fe46568.JPG\\,\\http://www.inmomap.com.ar/fotos/1434715164_14347151648b37edcb11a32ac5e5d8d7b0802c698c.JPG\\,\\http://www.inmomap.com.ar/fotos/1434715237_14347152377f873cc6798d20c18f9a0953bc8e0573.JPG\\,\\http://www.inmomap.com.ar/fotos/1434715329_1434715329e576ba6e562b81e81963d33e2478beff.JPG\\,\\http://www.inmomap.com.ar/fotos/1434715355_14347153558115cc7a093de4c701207548281a085b.JPG\\,\\http://www.inmomap.com.ar/fotos/1434715373_1434715373646a9f556ec196d0fb6156111ec54f6e.JPG\\,\\http://www.inmomap.com.ar/fotos/1434715384_143471538475935cd44f4a634ce618d4a32673326a.JPG\\,\\http://www.inmomap.com.ar/fotos/1434715402_14347154024e2c17daac722d2d1954795a2f99e752.JPG\\,\\http://www.inmomap.com.ar/fotos/1434715424_1434715424ee9c3357c7646748d25c719da9c6c6e0.JPG\\],\\features\\:{\\CANTIDAD DE PLANTAS 1\\:true,\\ANTIGUEDAD : 20\\:true},\\parking\\:true,\\original_ad\\:{\\original_property_type\\:\\ph\\},\\address\\:\\Zuviria 300\\,\\year\\:1993,\\original_url\\:\\http://www.tuportalonline.com/propiedades/parque-chacabuco-venta-ph-3-ambientes-15035\\}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2027";"Caballito";"|Argentina|Capital Federal|Caballito|";"3435874";"-34.6291416337,-58.431873171";93000;"USD";902165,1;93000;"NA";1937,5;"4";"NA";NA;"DEPARTAMENTO EN VENTA";"{\\address\\:\\ZUVIRIA al 400\\,\\condition\\:\\Estrenar\\,\\original_url\\:\\http://www.amaira.com/ficha/LEP2600/departamento-amaira-caballito-capital-federal\\,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_2.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_3.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_4.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_5.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_6.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_7.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_8.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_9.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_10.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_11.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_12.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_13.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_14.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_15.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_16.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_17.jpg?1448844101\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP2600_18.jpg?1448844101\\],\\features\\:{\\Pisos\\:\\10\\,\\Edificio\\:\\Zuviria 463\\,\\Apto profesional\\:\\si\\,\\Calefaccion\\:\\Split frio-calor\\,\\Dependencia\\:\\no\\},\\original_ad\\:{\\entre_calle_1\\:\\MORENO, JOSE M., AV.\\,\\entre_calle_2\\:\\BEAUCHEF\\,\\calefaccion\\:\\Split frio-calor\\,\\dependencia\\:\\no\\,\\pisos\\:\\10\\,\\apto_profesional\\:\\si\\,\\edificio\\:\\Zuviria 463\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\videos\\:[\\https://www.youtube.com/watch?v=P6jU3_jBBx0\\]}";"48";"43";"2162.7906979999998";"NA";"NA";"NA";2015
"2028";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.6357023,-58.4297583";75000;"USD";713295;75000;"63";1190,47619;"NA";"2";NA;"PARQUE CHACABUCO VENTA DPTO 2 AMB.A.DIAZ AL 700  27";"{\\images\\:[\\http://www.inmomap.com.ar/fotos/1439407251_14394072515122f2f7e585f64376235d587417a735.jpg\\,\\http://www.inmomap.com.ar/fotos/1439407263_1439407263156005c5baf40ff51a327f1c34f2975b.jpg\\,\\http://www.inmomap.com.ar/fotos/1439407271_14394072716bade8110601de30c47dd51084ffc663.JPG\\,\\http://www.inmomap.com.ar/fotos/1439407278_1439407278a7ee56745585a55a4703baadfbd9f5c1.JPG\\,\\http://www.inmomap.com.ar/fotos/1439407292_1439407292032b2cc936860b03048302d991c3498f.jpg\\,\\http://www.inmomap.com.ar/fotos/1439407306_143940730662bf1edb36141f114521ec4bb4175579.jpg\\,\\http://www.inmomap.com.ar/fotos/1439407327_14394073278cda81fc7ad906927144235dda5fdf15.jpg\\],\\features\\:{\\CANTIDAD DE PLANTAS 3\\:true,\\ANTIGUEDAD : 0\\:true},\\is_new\\:true,\\parking\\:true,\\original_ad\\:{\\original_property_type\\:\\apartment\\},\\address\\:\\Avelino Diaz 2?7 700\\,\\year\\:2013,\\original_url\\:\\http://www.tuportalonline.com/propiedades/parque-chacabuco-venta-departamento-2-ambientes-10946\\}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2029";"Boedo";"|Argentina|Capital Federal|Boedo|";"3436003";"-34.6292869923,-58.4261345738";78000;"USD";756654,6;78000;"NA";1902,439024;"5";"NA";NA;"DEPARTAMENTO EN VENTA";"{\\address\\:\\LA PLATA, AVDA. al 1200\\,\\condition\\:\\Estrenar\\,\\original_url\\:\\http://www.amaira.com/ficha/LEP4316/departamento-amaira-caballito-capital-federal\\,\\apto_profesional\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4316_2.jpg?1448843639\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4316_3.jpg?1448843639\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4316_4.jpg?1448843639\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4316_5.jpg?1448843639\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4316_6.jpg?1448843639\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4316_7.jpg?1448843639\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4316_8.jpg?1448843639\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4316_9.jpg?1448843639\\,\\http://www.amaira.com.ar/buscador/imagenes/LEP/LEP4316_10.jpg?1448843639\\],\\original_ad\\:{\\entre_calle_1\\:\\ESTRADA\\,\\entre_calle_2\\:\\TEJEDOR\\,\\amoblado\\:\\N\\,\\dependencia\\:\\no\\,\\cochera\\:\\Si\\,\\pisos\\:\\9\\,\\departamentos\\:\\Si\\,\\apto_profesional\\:\\si\\,\\edificio\\:\\Av. La Plata 1261\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\cochera\\:true,\\features\\:{\\Pisos\\:\\9\\,\\Departamentos\\:\\Si\\,\\Edificio\\:\\Av. La Plata 1261\\,\\Amoblado\\:\\N\\,\\Apto profesional\\:\\si\\,\\Cochera\\:\\Si\\,\\Dependencia\\:\\no\\}}";"41";"37";"2108.1081079999999";"NA";"NA";"NA";2015
"2030";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.6330285,-58.4253487";79500;"USD";731272,8;79500;"43";1848,837209;"NA";"1";"750";"Departamento 43mÂ² 1 ambiente con Pavimento en Av. La Plata 1500, Capital Federal, Parque Chacabuco, por U$S79,500.00";"{\\images\\:{\\https://properati-us-ar.s3-us-west-2.amazonaws.com/properties/1168600/165006eec3d6041128c00ef22ac749a1-DSC_0040.jpg\\:null,\\https://properati-us-ar.s3-us-west-2.amazonaws.com/properties/1168600/1efb94e65b37548646bce249de5cd36b-DSC_0041.jpg\\:null,\\https://properati-us-ar.s3-us-west-2.amazonaws.com/properties/1168600/680347267a3b7ab868284bc1984c293e-DSC_0039.jpg\\:null,\\https://properati-us-ar.s3-us-west-2.amazonaws.com/properties/1168600/6fc17e890db414ee21a82ac7ffdf5644-DSC_0037.jpg\\:null,\\https://properati-us-ar.s3-us-west-2.amazonaws.com/properties/1168600/83ed9cc11cd1ce98c4b995e80f73bd07-DSC_0035.jpg\\:null,\\https://properati-us-ar.s3-us-west-2.amazonaws.com/properties/1168600/355d3467397a79faf7cc40b291f11517-DSC_0038.jpg\\:null,\\https://properati-us-ar.s3-us-west-2.amazonaws.com/properties/1168600/10f04f774637355c70f466e40daab862-DSC_0033.jpg\\:null},\\antiqueness\\:\\4 a 8 anos\\,\\expenses\\:{\\price\\:\\750\\},\\features\\:{\\Balcon\\:true,\\Dormitorio en suite\\:true,\\Comedor diario\\:true,\\Cocina\\:true,\\Patio\\:true,\\Agua corriente\\:true,\\DesagÃ¼e cloacal\\:true,\\Video cable\\:true,\\Internet\\:true,\\Pavimento\\:true,\\Aire acondicionado\\:true,\\Laundry\\:true,\\Piscina\\:true,\\Solarium\\:true,\\Cochera\\:true},\\request_params\\:{\\user\\:{\\username\\:\\fsarria@remax.com.ar\\,\\password\\:\\parque\\,\\pending_fav\\:\\\\,\\auth_method\\:\\login\\},\\operation_id\\:\\2\\,\\type_id\\:\\1\\,\\place_id\\:\\3644\\,\\place_name\\:\\Parque Chacabuco, Capital Federal\\,\\street_name\\:\\Av. La Plata\\,\\street_number\\:\\1500\\,\\lat\\:\\-34.63302850000001\\,\\lon\\:\\-58.42534869999997\\,\\surface_total\\:\\43\\,\\surface_covered\\:\\40\\,\\rooms\\:\\1\\,\\expenses\\:\\750\\,\\antiqueness\\:\\4 a 8 anos\\,\\price\\:\\79500\\,\\currency_id\\:\\usd\\,\\description\\:\\EXCELENTE MONOAMBIENTE. Contrafrente muy abierto y luminoso con balcon. La cocina, muy bien integrada, divide al living-comedor de la habitacion y permite el paso de la luz. \r\nHabitacion con placard y balcon. Bano completo. \r\nEdificio con 4 anos de antigÃ¼edad. Posee laundry (lavadero), piscina y solarium en planta baja. COCHERAS opcionales en el edificio.\r\nCuenta con agua caliente central, pisos de porcelanato, cocina con muebles bajo mesada, mesada de granito y griferia monocomando.\r\n\\,\\Balcon\\:\\on\\,\\Dormitorio en suite\\:\\on\\,\\Comedor diario\\:\\on\\,\\Cocina\\:\\on\\,\\Patio\\:\\on\\,\\Agua corriente\\:\\on\\,\\DesagÃ¼e cloacal\\:\\on\\,\\Video cable\\:\\on\\,\\Internet\\:\\on\\,\\Pavimento\\:\\on\\,\\Aire acondicionado\\:\\on\\,\\Laundry\\:\\on\\,\\Piscina\\:\\on\\,\\Solarium\\:\\on\\,\\Cochera\\:\\on\\,\\photo_default\\:\\/static/img/tmp/ee825c02dc5a87791fd0a8c9829398eaa28ef7f8029f5550e5d5b5651e5fad44/165006eec3d6041128c00ef22ac749a1-DSC_0040.jpg\\,\\photos\\:{\\5\\:{\\file\\:\\/static/img/tmp/ee825c02dc5a87791fd0a8c9829398eaa28ef7f8029f5550e5d5b5651e5fad44/165006eec3d6041128c00ef22ac749a1-DSC_0040.jpg\\},\\6\\:{\\file\\:\\/static/img/tmp/ee825c02dc5a87791fd0a8c9829398eaa28ef7f8029f5550e5d5b5651e5fad44/1efb94e65b37548646bce249de5cd36b-DSC_0041.jpg\\},\\7\\:{\\file\\:\\/static/img/tmp/ee825c02dc5a87791fd0a8c9829398eaa28ef7f8029f5550e5d5b5651e5fad44/680347267a3b7ab868284bc1984c293e-DSC_0039.jpg\\},\\8\\:{\\file\\:\\/static/img/tmp/ee825c02dc5a87791fd0a8c9829398eaa28ef7f8029f5550e5d5b5651e5fad44/6fc17e890db414ee21a82ac7ffdf5644-DSC_0037.jpg\\},\\9\\:{\\file\\:\\/static/img/tmp/ee825c02dc5a87791fd0a8c9829398eaa28ef7f8029f5550e5d5b5651e5fad44/83ed9cc11cd1ce98c4b995e80f73bd07-DSC_0035.jpg\\},\\10\\:{\\file\\:\\/static/img/tmp/ee825c02dc5a87791fd0a8c9829398eaa28ef7f8029f5550e5d5b5651e5fad44/355d3467397a79faf7cc40b291f11517-DSC_0038.jpg\\},\\11\\:{\\file\\:\\/static/img/tmp/ee825c02dc5a87791fd0a8c9829398eaa28ef7f8029f5550e5d5b5651e5fad44/10f04f774637355c70f466e40daab862-DSC_0033.jpg\\}},\\job_ids\\:\\f80c0ea76a6ce5141825fe2c,a5f7060ebca66eec2da9dc66,dd195ff142417baa1e8fea22,96185be6fe77e2e27cb65537,7db193f1cb7cdeff0f473ce6,a15cb08e075703ec6f42054b,40a2b7bf00361506e0b687b1,4db7c989e7aa70ea47625ecb,431a3eb48e69dd71f3d388b6,715e10d5f4db0113e909d77a,67046358cfdafdbbb874dcce,1449e0087ee32ad55025d13f\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2031";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.629238,-58.432996";107000;"USD";984228,8;107000;"48";2229,166667;"NA";"2";"NA";"2 AMB al frente con amenities a estrenar. Parque Chacabuco.";"{\\images\\:[\\http://services.neoinmuebles.com/i/gbln/feed/457.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/458.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/469.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/470.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/471.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/475.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/472.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/473.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/474.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/459.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/460.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/461.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/462.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/463.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/464.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/465.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/466.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/467.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/468.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/476.jpg\\,\\http://services.neoinmuebles.com/i/gbln/feed/477.jpg\\],\\features\\:{\\Luminosidad\\:\\10\\,\\Estado del inmueble\\:\\A estrenar\\,\\Categoria de Edificio\\:\\Muy buena\\,\\Estado del Edificio\\:\\Excelente\\,\\AntigÃ¼edad\\:\\A Estrenar\\,\\Unidades por piso\\:\\7\\},\\address\\:\\Zuviria 463 Piso 7Â° Dto. B\\,\\original_url\\:\\http://services.neoinmuebles.com/r/www.go-building.com.ar/propiedades/30\\,\\original_ad\\:{\\original_property_type\\:\\Apartment\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"2032";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.6356893,-58.4297479";115000;"USD";2029117,5;115000;"NA";1337,209302;"NA";"NA";"NA";"Parque Chacabuco Venta en pozo Ph de 3 ambientes con terraza, en Albarracin al 1600 2Â°8";"NA";"86";"56";"2053.5714290000001";"632009f82250c83f6a2de92882e528a936013aca";"Argentina";"Capital Federal";2016
"2033";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.6380172,-58.4485023";NA;"USD";3528900;2e+05;"NA";892,8571429;"NA";"NA";"NA";"MUY BUEN CASA DE 4 AMBIENTES CON GARAGE, PATIO Y TERRAZA";"NA";"224";"104";"1923.0769230000001";"d7df4393c33113d3504c08f48a0b99499838abb7";"Argentina";"Capital Federal";2016
"2034";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.630127,-58.4309542";125000;"USD";1996062,5;125000;"NA";1562,5;"NA";"NA";"NA";"PH EN VENTA";"NA";"80";"69";"1811.5942030000001";"36b8072ee1f7df7ecdcc2e7f5fdae5f85670ff1f";"Argentina";"Capital Federal";2016
"2035";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.6367266,-58.4271454";68000;"USD";1085858;68000;"NA";2125;"NA";"1";"1500";"Excelente Mono - Studio apto prof. PB al Fte. con amenities.";"NA";"32";"32";"2125";"1ff61328748961d95816b87e6246c2a9c3c177ac";"Argentina";"Capital Federal";2016
"2036";"Parque Chacabuco";"|Argentina|Capital Federal|Parque Chacabuco|";"3430116";"-34.6309557,-58.4395603";260000;"USD";4587570;260000;"NA";1733,333333;"NA";"NA";"NA";"Impecable Casa Lote Propio 4amb";"NA";"150";"135";"1925.9259259999999";"e0be3cb4a26e9be224e494e699cbf5aae511ffc9";"Argentina";"Capital Federal";2016
